Times,TimeBnds,TimeBndsNeg,Fluxes,FluxErrs,FluxErrsNeg
144.043,7.497,-5.04,2.69600084766619e-06,5.88852422477243e-07,-5.88852422477243e-07
159.005,7.578,-7.466,2.80904441753464e-06,6.28723129132057e-07,-6.28723129132057e-07
179.330,12.327,-12.746,2.56065588898822e-06,5.59290717571302e-07,-5.59290717571302e-07
204.833,16.911,-13.176,2.85340197206535e-06,6.39877370411664e-07,-6.39877370411664e-07
262.548,26.893,-40.804,8.62576581898028e-07,1.84705524584069e-07,-1.84705524584069e-07
311.517,25.564,-22.075,8.75269727376176e-07,1.95903783092569e-07,-1.95903783092569e-07
366.580,33.184,-29.499,8.42209280423831e-07,1.89229268589542e-07,-1.89229268589542e-07
431.447,25.985,-31.683,1.23647315140678e-06,2.71055923157795e-07,-2.71055923157795e-07
494.844,30.286,-37.412,7.60917067246037e-07,1.70309272316109e-07,-1.70309272316109e-07
568.473,46.919,-43.344,4.0575391877688e-07,9.09906114124372e-08,-9.09906114124372e-08
669.547,46.139,-54.154,3.1079078092972e-07,7.0302352732572e-08,-7.0302352732572e-08
758.696,32.209,-43.01,4.35997583526797e-07,9.79607992433468e-08,-9.79607992433468e-08
838.897,44.778,-47.993,3.51929306788742e-07,7.96080805600846e-08,-7.96080805600846e-08
933.124,43.322,-49.448,3.29006369849073e-07,7.39218250555093e-08,-7.39218250555093e-08
1040.693,58.612,-64.247,2.40583445672608e-07,5.41068145260009e-08,-5.41068145260009e-08
1136.288,50.773,-36.983,3.62502536601892e-07,8.1604796464741e-08,-8.1604796464741e-08
1243.214,46.647,-56.153,3.40234679974818e-07,7.6591935250803e-08,-7.6591935250803e-08
1344.704,52.972,-54.843,3.76454131016082e-07,8.25251562127753e-08,-8.25251562127753e-08
1489.420,113.037,-91.744,3.71291658749455e-07,6.31743666441914e-08,-6.31743666441914e-08
4992.966,88.421,-122.194,1.46328270322226e-07,2.33206748728847e-08,-2.33206748728847e-08
12432.051,90.173,-75.31,1.21497683995889e-07,2.68313019755792e-08,-2.68313019755792e-08
12589.226,60.872,-67.001,1.51234162198757e-07,3.4028954801412e-08,-3.4028954801412e-08
12720.084,60.391,-69.986,1.6578330622009e-07,3.48196669535003e-08,-3.48196669535003e-08
16296.017,81.538,-61.38,9.43247215720027e-08,2.12041746991719e-08,-2.12041746991719e-08
16508.071,85.113,-130.517,4.6555488439062e-08,1.20954572639067e-08,-1.20954572639067e-08
16687.109,96.632,-93.925,7.82818296448075e-08,1.75276068353658e-08,-1.75276068353658e-08
16905.473,93.897,-121.732,7.84799456163323e-08,1.76776272754612e-08,-1.76776272754612e-08
17065.011,67.247,-65.641,1.37898754350859e-07,3.09996030273184e-08,-3.09996030273184e-08
17273.635,126.906,-141.377,6.92722617754788e-08,1.60490250183607e-08,-1.60490250183607e-08
17551.786,91.964,-151.246,6.5687542879757e-08,1.71884652780412e-08,-1.71884652780412e-08
17783.277,168.861,-139.526,8.87510938327524e-08,1.78830767922662e-08,-1.78830767922662e-08
22452.722,82.170,-90.835,1.42384139751198e-07,3.19903622358828e-08,-3.19903622358828e-08
22659.060,96.476,-124.168,1.01343457432021e-07,2.28006627638908e-08,-2.28006627638908e-08
22855.568,128.134,-100.032,8.30947969681725e-08,1.82509873809346e-08,-1.82509873809346e-08
23091.030,85.735,-107.328,5.87707056435333e-08,1.52297779294232e-08,-1.52297779294232e-08
23286.332,96.033,-109.567,6.98276753824604e-08,1.70037310313521e-08,-1.70037310313521e-08
23503.026,102.490,-120.662,6.24967941091669e-08,1.62545265267883e-08,-1.62545265267883e-08
23705.617,102.992,-100.101,1.02236848477142e-07,2.30489625489497e-08,-2.30489625489497e-08
23986.459,112.986,-177.851,1.23489277621794e-07,2.12377193994741e-08,-2.12377193994741e-08
28100.277,111.788,-83.783,5.63717391402225e-08,1.41850191354693e-08,-1.41850191354693e-08
28400.276,97.623,-188.211,3.49890894886808e-08,9.16905217172967e-09,-9.16905217172967e-09
28594.960,106.032,-97.061,8.21116654271958e-08,1.80521588848981e-08,-1.80521588848981e-08
28799.285,107.306,-98.293,6.8974611124253e-08,1.79489897659328e-08,-1.79489897659328e-08
29107.935,137.143,-201.344,5.41094048328128e-08,1.42170801162923e-08,-1.42170801162923e-08
29341.042,114.651,-95.963,9.82757227479306e-08,2.56410035984923e-08,-2.56410035984923e-08
29583.388,168.158,-127.695,9.24505276974631e-08,2.1355533234658e-08,-2.1355533234658e-08
33627.703,151.647,-124.158,1.19686847252098e-07,3.11288214152452e-08,-3.11288214152452e-08
33904.039,143.594,-124.689,1.25484258719319e-07,3.2742960872464e-08,-3.2742960872464e-08
34210.269,113.168,-162.636,1.26556998936761e-07,3.30497925640918e-08,-3.30497925640918e-08
34579.088,270.877,-255.65,1.09124617715908e-07,2.25821000863404e-08,-2.25821000863404e-08
