Times,TimeBnds,TimeBndsNeg,Fluxes,FluxErrs,FluxErrsNeg
52194.410,40.373,-44.876,2.20291030512448e-07,4.92585904387778e-08,-4.92585904387778e-08
52280.921,51.649,-46.137,2.79862722227889e-07,6.10710745080923e-08,-6.10710745080923e-08
52385.719,39.621,-53.15,3.2279403278046e-07,7.2178945279657e-08,-7.2178945279657e-08
52455.550,37.488,-30.21,4.6751753915056e-07,1.04540094528113e-07,-1.04540094528113e-07
52521.867,36.361,-28.829,5.19035475035004e-07,1.16059866678843e-07,-1.16059866678843e-07
52613.919,54.631,-55.69,2.53534226311873e-07,5.53257069043159e-08,-5.53257069043159e-08
55888.802,38.870,-48.886,5.76729982260077e-07,1.28960762249102e-07,-1.28960762249102e-07
55985.454,60.063,-57.781,3.21306526276153e-07,7.18463317962699e-08,-7.18463317962699e-08
56092.522,48.272,-47.006,2.02350217027344e-07,4.52468881143915e-08,-4.52468881143915e-08
56198.515,37.558,-57.72,1.11562591092719e-07,2.44039954603611e-08,-2.44039954603611e-08
56289.472,46.894,-53.399,1.08627234213741e-07,2.43516420092249e-08,-2.43516420092249e-08
56405.181,44.013,-68.816,1.18135283019735e-07,2.64494523107748e-08,-2.64494523107748e-08
56502.594,46.893,-53.4,1.57993041797406e-07,3.53283261670368e-08,-3.53283261670368e-08
56618.929,58.432,-69.441,1.35550089792095e-07,3.03484642754819e-08,-3.03484642754819e-08
56722.614,34.981,-45.253,2.23612393430677e-07,5.00648477552543e-08,-5.00648477552543e-08
56821.161,71.829,-63.566,1.43418067646113e-07,3.13722746113673e-08,-3.13722746113673e-08
56970.362,65.546,-77.371,2.11762361965806e-07,4.51478911251198e-08,-4.51478911251198e-08
57082.285,58.931,-46.377,3.51134139289378e-07,7.85159996627002e-08,-7.85159996627002e-08
57199.499,44.516,-58.284,3.37639728971577e-07,7.54985402958197e-08,-7.54985402958197e-08
57292.526,41.753,-48.51,2.55457725672049e-07,5.71220793668682e-08,-5.71220793668682e-08
57367.373,34.605,-33.093,3.04225788169565e-07,6.80269274135496e-08,-6.80269274135496e-08
57442.341,42.379,-40.363,1.96478427479051e-07,4.3990980118951e-08,-4.3990980118951e-08
57575.082,82.643,-90.362,2.85443043048414e-07,6.39022545954869e-08,-6.39022545954869e-08
57702.472,50.531,-44.748,1.85146527179138e-07,4.14537964561142e-08,-4.14537964561142e-08
57899.507,121.781,-146.503,4.62418141311021e-07,1.03521760578385e-07,-1.03521760578385e-07
58115.532,91.297,-94.245,3.98830325568344e-07,8.92863403647993e-08,-8.92863403647993e-08
58253.208,51.407,-46.378,1.57131866418217e-07,3.43313935807003e-08,-3.43313935807003e-08
58374.122,60.872,-69.506,1.58627808278824e-07,2.85142618097442e-08,-2.85142618097442e-08
61707.549,103.834,-109.288,5.54908610762131e-07,1.2427464807954e-07,-1.2427464807954e-07
61922.808,59.073,-111.425,6.87910100403594e-07,1.54060954424458e-07,-1.54060954424458e-07
