Times,TimeBnds,TimeBndsNeg,Fluxes,FluxErrs,FluxErrsNeg
725.848,18.106,-14.489,2.26473821245124e-06,5.10824289236439e-07,-5.10824289236439e-07
773.032,31.098,-29.078,1.19683385567198e-06,2.7073891709727e-07,-2.7073891709727e-07
888.442,133.823,-84.313,2.27690590527278e-07,4.55636684260815e-08,-4.55636684260815e-08
5377.068,69.044,-86.41,8.08160403528519e-08,1.83990416541565e-08,-1.83990416541565e-08
5544.366,84.782,-98.254,6.97693298243135e-08,1.55027722621495e-08,-1.55027722621495e-08
5738.326,101.438,-109.178,5.14101068220165e-08,1.17398231723742e-08,-1.17398231723742e-08
5912.607,100.162,-72.843,5.69288595223417e-08,1.28957383596232e-08,-1.28957383596232e-08
6113.797,94.544,-101.027,3.32385529735744e-08,8.8509661353172e-09,-8.8509661353172e-09
6251.256,59.885,-42.915,8.05067961883663e-08,1.80734860976648e-08,-1.80734860976648e-08
6394.747,64.326,-83.606,5.71775035061528e-08,1.29781003258047e-08,-1.29781003258047e-08
6599.531,155.390,-140.458,5.37445815492392e-08,9.10269065658424e-09,-9.10269065658424e-09
10889.847,832.187,-891.04,1.00066092831183e-07,2.65262486335962e-08,-2.65262486335962e-08
11854.971,122.810,-132.937,7.56583245523952e-08,2.0108620086085e-08,-2.0108620086085e-08
12232.889,256.378,-255.108,6.09150838375769e-08,1.30443457933809e-08,-1.30443457933809e-08
15795.185,216.159,-124.834,8.7736582010221e-08,1.59671692785264e-08,-1.59671692785264e-08
17724.214,99.511,-86.031,8.74564295183819e-08,1.97991502036923e-08,-1.97991502036923e-08
17927.150,94.653,-103.425,6.02608589115311e-08,1.58184651057537e-08,-1.58184651057537e-08
18119.252,105.639,-97.449,5.86891749412219e-08,1.54361454281725e-08,-1.54361454281725e-08
22496.154,1461.704,-945.99,4.08112204402424e-08,7.50068745462418e-09,-7.50068745462418e-09
27418.920,166.309,-212.293,4.42024156695586e-08,1.08536168435289e-08,-1.08536168435289e-08
47885.546,4743.518,-8162.528,1.13316726020265e-08,2.28807811114331e-09,-2.28807811114331e-09
56290.823,723.852,-426.998,1.23774186770334e-08,3.13643344315359e-09,-3.13643344315359e-09
160451.346,80138.557,-34992.975,2.49878448911181e-09,7.033595365431e-10,-7.033595365431e-10
