Times,Freqs,Fluxes,FluxErrs
3.979070E+03,2.000000E+18,3.782331E-04,8.457545E-05
4.047370E+03,2.000000E+18,2.116526E-04,4.749664E-05
4.151883E+03,2.000000E+18,2.113726E-04,4.014955E-05
9.900923E+03,2.000000E+18,8.163149E-05,1.826303E-05
1.027092E+04,2.000000E+18,7.085768E-05,1.141027E-05
1.836503E+04,2.000000E+18,1.451366E-05,3.253538E-06
2.606605E+04,2.000000E+18,2.160435E-05,5.641345E-06
2.639825E+04,2.000000E+18,2.003294E-05,5.233838E-06
2.664777E+04,2.000000E+18,2.319906E-05,6.015618E-06
2.697601E+04,2.000000E+18,1.637926E-05,4.288520E-06
2.745587E+04,2.000000E+18,1.295171E-05,3.389267E-06
2.809244E+04,2.000000E+18,1.805072E-05,3.452661E-06
3.183501E+04,2.000000E+18,2.852031E-05,7.397328E-06
3.223746E+04,2.000000E+18,1.723444E-05,4.501888E-06
3.277633E+04,2.000000E+18,1.292354E-05,3.382687E-06
3.369219E+04,2.000000E+18,1.531633E-05,2.926780E-06
3.891574E+04,2.000000E+18,2.493730E-05,4.877070E-06
4.590775E+04,2.000000E+18,1.102508E-05,2.802223E-06
5.900611E+04,2.000000E+18,5.355964E-06,1.040885E-06
7.402141E+04,2.000000E+18,2.416991E-06,4.005529E-07
1.474107E+05,2.000000E+18,8.037822E-07,1.865952E-07
2.010124E+05,2.000000E+18,8.394206E-07,2.258515E-07
