Times,Freqs,Fluxes,FluxErrs
2.823070E+02,2.000000E+18,7.238576E-04,1.633547E-04
3.320570E+02,2.000000E+18,6.135503E-04,1.386748E-04
3.891330E+02,2.000000E+18,7.898683E-04,1.788019E-04
4.479150E+02,2.000000E+18,7.624511E-04,1.720641E-04
5.022620E+02,2.000000E+18,1.149985E-03,2.599199E-04
5.583500E+02,2.000000E+18,7.455300E-04,1.687651E-04
6.489670E+02,2.000000E+18,1.177115E-03,2.474148E-04
4.114138E+03,2.000000E+18,1.259465E-04,2.835659E-05
4.227352E+03,2.000000E+18,1.249202E-04,2.806106E-05
4.338453E+03,2.000000E+18,1.075885E-04,2.422333E-05
4.436887E+03,2.000000E+18,1.052776E-04,2.367585E-05
4.520390E+03,2.000000E+18,9.822829E-05,2.211589E-05
4.616521E+03,2.000000E+18,8.497581E-05,1.911018E-05
4.701929E+03,2.000000E+18,1.203349E-04,2.712431E-05
4.781012E+03,2.000000E+18,1.082841E-04,2.449245E-05
4.866170E+03,2.000000E+18,1.565069E-04,3.507603E-05
4.939510E+03,2.000000E+18,1.433156E-04,3.226722E-05
5.009703E+03,2.000000E+18,1.218532E-04,2.743499E-05
5.090781E+03,2.000000E+18,1.307756E-04,2.866215E-05
5.172549E+03,2.000000E+18,9.689393E-05,2.181547E-05
5.269245E+03,2.000000E+18,1.025537E-04,2.260005E-05
5.347971E+03,2.000000E+18,1.604908E-04,3.517486E-05
5.431535E+03,2.000000E+18,1.030334E-04,2.317114E-05
5.517675E+03,2.000000E+18,1.817898E-04,4.097666E-05
5.594284E+03,2.000000E+18,2.491402E-04,5.609342E-05
5.688441E+03,2.000000E+18,3.871104E-04,8.695733E-05
5.770946E+03,2.000000E+18,3.912324E-04,8.778265E-05
5.840148E+03,2.000000E+18,3.068891E-04,6.901616E-05
5.911997E+03,2.000000E+18,2.745254E-04,6.010227E-05
5.987465E+03,2.000000E+18,2.751609E-04,6.024139E-05
6.072799E+03,2.000000E+18,1.601061E-04,3.613057E-05
6.178462E+03,2.000000E+18,1.617238E-04,3.552261E-05
6.251106E+03,2.000000E+18,1.824063E-04,4.092736E-05
6.389656E+03,2.000000E+18,1.722549E-04,2.711294E-05
9.864724E+03,2.000000E+18,4.873840E-04,1.068184E-04
9.948648E+03,2.000000E+18,3.855642E-04,8.477923E-05
1.003912E+04,2.000000E+18,3.633356E-04,8.189573E-05
1.013892E+04,2.000000E+18,3.118819E-04,7.013741E-05
1.021743E+04,2.000000E+18,2.593955E-04,5.672752E-05
1.028348E+04,2.000000E+18,1.591277E-04,3.586734E-05
1.035747E+04,2.000000E+18,8.237427E-05,1.805370E-05
1.045039E+04,2.000000E+18,1.444571E-04,3.092615E-05
1.054397E+04,2.000000E+18,1.430588E-04,3.224540E-05
1.063650E+04,2.000000E+18,3.112159E-04,6.690436E-05
1.070271E+04,2.000000E+18,2.410623E-04,5.433536E-05
1.077705E+04,2.000000E+18,2.197085E-04,4.929635E-05
1.087081E+04,2.000000E+18,1.523346E-04,3.425770E-05
1.097762E+04,2.000000E+18,1.895759E-04,4.159393E-05
1.104945E+04,2.000000E+18,1.828100E-04,4.115816E-05
1.116015E+04,2.000000E+18,1.813262E-04,3.978390E-05
1.124442E+04,2.000000E+18,3.491782E-04,7.843516E-05
1.133442E+04,2.000000E+18,3.390154E-04,7.615230E-05
1.143635E+04,2.000000E+18,3.109520E-04,6.992827E-05
1.151250E+04,2.000000E+18,2.485108E-04,5.506371E-05
1.160610E+04,2.000000E+18,1.928693E-04,4.332382E-05
1.167067E+04,2.000000E+18,2.536465E-04,5.704118E-05
1.174700E+04,2.000000E+18,1.484077E-04,3.337459E-05
1.184503E+04,2.000000E+18,1.579096E-04,3.551144E-05
1.195045E+04,2.000000E+18,2.264383E-04,5.121508E-05
1.204837E+04,2.000000E+18,4.012373E-04,9.075057E-05
1.212186E+04,2.000000E+18,9.552681E-04,2.145799E-04
1.220546E+04,2.000000E+18,8.469535E-04,1.742033E-04
1.564839E+04,2.000000E+18,3.038614E-04,6.818546E-05
1.570969E+04,2.000000E+18,3.184754E-04,7.180290E-05
1.582053E+04,2.000000E+18,1.123053E-04,2.484006E-05
1.593708E+04,2.000000E+18,8.115395E-05,1.838381E-05
1.605605E+04,2.000000E+18,5.267752E-05,1.182066E-05
1.616763E+04,2.000000E+18,6.197435E-05,1.395613E-05
1.630185E+04,2.000000E+18,5.594594E-05,1.277973E-05
1.642782E+04,2.000000E+18,1.811799E-04,3.993829E-05
1.652506E+04,2.000000E+18,1.631408E-04,3.678145E-05
1.660506E+04,2.000000E+18,2.530758E-04,5.672256E-05
1.668028E+04,2.000000E+18,2.158559E-04,4.843733E-05
1.675056E+04,2.000000E+18,2.591147E-04,5.673362E-05
1.684186E+04,2.000000E+18,1.344162E-04,3.037712E-05
1.695882E+04,2.000000E+18,9.153218E-05,2.075945E-05
1.704233E+04,2.000000E+18,9.696003E-05,2.191228E-05
1.712470E+04,2.000000E+18,1.318520E-04,2.965697E-05
1.720769E+04,2.000000E+18,1.362964E-04,3.051261E-05
1.731713E+04,2.000000E+18,1.453012E-04,3.283705E-05
1.740262E+04,2.000000E+18,2.099906E-04,4.723240E-05
1.748926E+04,2.000000E+18,3.353734E-04,7.552338E-05
1.758608E+04,2.000000E+18,3.599925E-04,7.917608E-05
1.766824E+04,2.000000E+18,5.207916E-04,1.141562E-04
1.777076E+04,2.000000E+18,1.508464E-04,3.310232E-05
1.786173E+04,2.000000E+18,1.688281E-04,3.792913E-05
