Times,TimeBnds,TimeBndsNeg,Fluxes,FluxErrs,FluxErrsNeg
1342.557,8.086,-9.466,8.00952978227685e-06,1.61651895646748e-06,-1.61651895646748e-06
1356.280,6.900,-5.637,8.77113626793146e-06,1.97804998006078e-06,-1.97804998006078e-06
1369.319,6.398,-6.139,8.60334636911042e-06,1.94021003424097e-06,-1.94021003424097e-06
1383.649,7.111,-7.933,9.22567959233694e-06,1.90334691443543e-06,-1.90334691443543e-06
1397.524,5.772,-6.764,1.22727762581123e-05,2.76773275103334e-06,-2.76773275103334e-06
1410.916,7.425,-7.619,1.63119435844175e-05,3.34541387113032e-06,-3.34541387113032e-06
1425.953,7.432,-7.612,1.91913883872301e-05,3.7719380619466e-06,-3.7719380619466e-06
1441.212,7.216,-7.828,1.79450592934738e-05,3.69345284076971e-06,-3.69345284076971e-06
1458.826,9.661,-10.398,1.31388512710187e-05,2.74977297080286e-06,-2.74977297080286e-06
1474.876,6.148,-6.389,1.9076120310538e-05,4.2837031010473e-06,-4.2837031010473e-06
1487.164,6.396,-6.14,2.02232961947429e-05,4.52846273094644e-06,-4.52846273094644e-06
1501.613,6.991,-8.053,1.7238909933498e-05,3.78731348562593e-06,-3.78731348562593e-06
1514.617,6.524,-6.013,1.43731556680532e-05,3.23219728150892e-06,-3.23219728150892e-06
1527.780,8.404,-6.64,8.63694219531838e-06,1.94778653192822e-06,-1.94778653192822e-06
1541.763,9.465,-5.579,8.62699587798786e-06,1.84401741886643e-06,-1.84401741886643e-06
1560.495,8.284,-9.267,9.74227044304389e-06,2.18770857101317e-06,-2.18770857101317e-06
1576.543,9.788,-7.764,1.3273969291464e-05,2.98926198250009e-06,-2.98926198250009e-06
1596.397,7.485,-10.066,1.82224979696795e-05,3.53279626523048e-06,-3.53279626523048e-06
1613.404,8.029,-9.523,1.2588895640926e-05,2.84307313697331e-06,-2.84307313697331e-06
1632.077,9.414,-10.644,1.04707359837494e-05,2.35129184793165e-06,-2.35129184793165e-06
1649.390,7.146,-7.898,1.60039462853365e-05,3.36599282994307e-06,-3.36599282994307e-06
1667.080,7.007,-10.545,1.46551114995873e-05,3.01274030917812e-06,-3.01274030917812e-06
1680.352,6.271,-6.265,1.76643764059992e-05,3.88078632510168e-06,-3.88078632510168e-06
1695.504,8.670,-8.881,1.333094095543e-05,2.86794503955477e-06,-2.86794503955477e-06
1715.882,10.858,-11.708,1.08099207096244e-05,2.27357181299542e-06,-2.27357181299542e-06
1743.643,18.198,-16.902,1.16354948827085e-05,1.87950783639855e-06,-1.87950783639855e-06
5000.028,10.573,-19.515,3.51851519733421e-06,7.72185307658804e-07,-7.72185307658804e-07
5035.537,22.702,-24.937,2.49792127347231e-06,5.65288835113918e-07,-5.65288835113918e-07
5079.411,21.452,-21.172,3.06151345414176e-06,6.87648585494081e-07,-6.87648585494081e-07
5123.527,19.961,-22.664,3.59297771269641e-06,7.72300791148823e-07,-7.72300791148823e-07
5164.184,24.435,-20.696,3.12812113109264e-06,6.84554535593683e-07,-6.84554535593683e-07
5211.106,25.152,-22.487,2.61996884891796e-06,5.72536315658668e-07,-5.72536315658668e-07
5267.065,29.369,-30.806,1.87340929772131e-06,4.23959531057093e-07,-4.23959531057093e-07
5319.867,21.698,-23.433,3.71032649182115e-06,8.35880452461131e-07,-8.35880452461131e-07
5353.721,12.917,-12.156,8.59424015764059e-06,1.92747393355889e-06,-1.92747393355889e-06
