READ TERR 1 2
! xrtwtslewflux
76.6899835736282	0.384247471720897	-0.494616552170513	1.19013474700383e-05	1.77426645815497e-06	-1.77426645815497e-06
77.3720009479509	0.301798106774669	-0.297769902601829	1.91678741653263e-05	2.85738291296955e-06	-2.85738291296955e-06
78.046610400266	0.392200620688072	-0.372811345540427	1.67101068424893e-05	2.49100014788585e-06	-2.49100014788585e-06
78.9006500866868	0.404598965463876	-0.461839065732718	1.67485120770979e-05	2.49672521615506e-06	-2.49672521615506e-06
79.8126143255552	0.440913690161437	-0.50736527340446	1.74948474857777e-05	2.60798181982886e-06	-2.60798181982886e-06
80.7278349074553	0.463326145828447	-0.474306891738664	1.76296524540818e-05	2.6280813414111e-06	-2.6280813414111e-06
81.6143279987954	0.357872054045785	-0.42316694551171	2.01378004545477e-05	3.00201245539178e-06	-3.00201245539178e-06
82.4344627163187	0.418403294450201	-0.462262663477503	1.70711941699155e-05	2.5450278555799e-06	-2.5450278555799e-06
83.6546982981006	0.620605721350515	-0.801832287331678	1.5089673644653e-05	1.83299833419209e-06	-1.83299833419209e-06
NO NO NO NO NO NO
! xrtwtslewgamma
76.6899835736282	0.384247471720897	-0.494616552170513	2.37863798546657	0.253397626546149	-0.211495591720437
77.3720009479509	0.301798106774669	-0.297769902601829	2.32968365446549	0.195586867364301	-0.163312379715248
78.046610400266	0.392200620688072	-0.372811345540427	2.28168374064472	0.152034524813186	-0.126871026396655
78.9006500866868	0.404598965463876	-0.461839065732718	2.2215086252284	0.136220711111733	-0.113208115518814
79.8126143255552	0.440913690161437	-0.50736527340446	2.15796709107273	0.17651861706107	-0.146290321591104
80.7278349074553	0.463326145828447	-0.474306891738664	2.16100718056144	0.153210385869093	-0.127069273420463
81.6143279987954	0.357872054045785	-0.42316694551171	2.18754706016106	0.134079640182368	-0.11175506311345
82.4344627163187	0.418403294450201	-0.462262663477503	2.2118448284119	0.161276313707164	-0.134884376669968
83.6546982981006	0.620605721350515	-0.801832287331678	2.24755244078158	0.245919454471284	-0.205622369536585
NO NO NO NO NO NO
! xrtwtflux
92.337	0.619	-0.748	8.1442839212508e-06	1.22890733634448e-06	-1.22890733634448e-06
93.672	0.610	-0.717	8.30464714585545e-06	1.30700071644061e-06	-1.30700071644061e-06
95.131	0.826	-0.848	6.85800379274984e-06	1.05481343452035e-06	-1.05481343452035e-06
96.684	0.678	-0.728	8.51680466601875e-06	1.28139697180806e-06	-1.28139697180806e-06
