Times,Freqs,Fluxes,FluxErrs
1.081037E+04,2.000000E+18,2.524852E-03,5.518025E-04
1.088413E+04,2.000000E+18,1.250269E-03,2.818064E-04
1.097201E+04,2.000000E+18,1.018450E-03,2.302924E-04
1.105188E+04,2.000000E+18,1.040657E-03,2.330682E-04
1.111469E+04,2.000000E+18,1.284953E-03,2.882400E-04
1.118313E+04,2.000000E+18,9.047386E-04,2.059019E-04
1.125699E+04,2.000000E+18,1.900710E-03,4.270463E-04
1.131602E+04,2.000000E+18,1.209011E-03,2.716373E-04
1.140012E+04,2.000000E+18,9.164136E-04,2.072198E-04
1.150631E+04,2.000000E+18,1.431511E-03,3.065269E-04
1.157303E+04,2.000000E+18,1.673115E-03,3.753121E-04
1.163996E+04,2.000000E+18,1.209257E-03,2.734376E-04
1.171394E+04,2.000000E+18,1.038263E-03,2.269109E-04
1.180282E+04,2.000000E+18,1.442733E-03,3.267559E-04
1.186678E+04,2.000000E+18,1.954470E-03,4.304061E-04
1.193141E+04,2.000000E+18,1.131163E-03,2.436268E-04
1.201155E+04,2.000000E+18,7.371424E-04,1.658838E-04
1.207650E+04,2.000000E+18,1.060609E-03,2.274361E-04
1.213817E+04,2.000000E+18,9.968451E-04,2.261330E-04
1.221326E+04,2.000000E+18,1.424859E-03,3.221896E-04
1.231579E+04,2.000000E+18,5.818490E-04,1.322046E-04
1.242675E+04,2.000000E+18,5.607319E-04,1.267929E-04
1.252511E+04,2.000000E+18,7.087826E-04,1.565632E-04
1.260858E+04,2.000000E+18,7.787773E-04,1.712381E-04
1.269190E+04,2.000000E+18,5.869231E-04,1.318683E-04
1.277278E+04,2.000000E+18,4.605495E-04,1.034750E-04
1.284184E+04,2.000000E+18,3.603255E-04,8.147693E-05
1.293061E+04,2.000000E+18,8.090604E-04,1.826518E-04
1.300367E+04,2.000000E+18,6.257024E-04,1.408058E-04
1.310775E+04,2.000000E+18,1.084439E-03,2.448206E-04
1.324418E+04,2.000000E+18,8.324260E-04,1.421243E-04
1.660104E+04,2.000000E+18,4.416863E-04,9.916454E-05
1.669420E+04,2.000000E+18,3.249304E-04,7.124819E-05
1.676715E+04,2.000000E+18,4.005714E-04,8.993370E-05
1.684899E+04,2.000000E+18,3.923539E-04,8.835746E-05
1.695329E+04,2.000000E+18,8.750948E-04,1.915138E-04
