READ TERR 1 2
! xrtwtflux
180.520	2.773	-4.116	9.23074798264504e-07	1.83766743667335e-07	-1.83766743667335e-07
186.961	2.867	-3.668	9.87838414777479e-07	1.96659716030105e-07	-1.96659716030105e-07
NO NO NO NO NO NO
! xrtwtgamma
180.520	2.773	-4.116	2.47273	0.571462927	-0.363553435
186.961	2.867	-3.668	2.47273	0.571462927	-0.363553435
NO NO NO NO NO NO
! xrtpcflux
209.961	13.807	-13.774	4.10129305757313e-07	9.18837465988214e-08	-9.18837465988214e-08
239.875	21.503	-16.106	4.05404736125418e-07	9.06512802958676e-08	-9.06512802958676e-08
286.591	32.455	-25.213	3.26015874301235e-07	7.29692821372876e-08	-7.29692821372876e-08
361.014	45.788	-41.968	2.70415978442832e-07	6.08163512203634e-08	-6.08163512203634e-08
501.402	85.927	-94.6	1.84157003455325e-07	4.15368247406084e-08	-4.15368247406084e-08
660.802	56.907	-73.473	2.13337364966542e-07	4.81229555160832e-08	-4.81229555160832e-08
788.425	74.707	-70.716	1.45071161125227e-07	3.11235395005047e-08	-3.11235395005047e-08
4376.561	272.005	-235.805	3.31460233462881e-08	8.67915455317321e-09	-8.67915455317321e-09
4743.604	140.650	-95.038	5.04965208782923e-08	1.13785384920576e-08	-1.13785384920576e-08
5048.498	126.600	-164.244	3.710299426553e-08	8.8134600523123e-09	-8.8134600523123e-09
60343.161	3551.729	-2990.99	1.07670186573657e-08	2.53251616456874e-09	-2.53251616456874e-09
74433.216	12454.615	-7246.814	1.47290971229829e-08	2.46123188538612e-09	-2.46123188538612e-09
483804.151	130410.557	-78257.376	2.28260699628177e-09	5.99413682770467e-10	-5.99413682770467e-10
768772.056	241201.053	-126752.284	4.90000707753057e-10	1.85167951541066e-10	-1.85167951541066e-10
NO NO NO NO NO NO
! xrtpcgamma
209.961	13.807	-13.774	2.27581683252426	0.361523542087177	-0.272300861255144
239.875	21.503	-16.106	2.20464066526186	0.309993640901773	-0.23332676818855
286.591	32.455	-25.213	2.10955566767342	0.248905124522106	-0.18772058674327
361.014	45.788	-41.968	1.98619043578619	0.195594064003267	-0.149896373740224
501.402	85.927	-94.6	1.8106541272954	0.211296180150827	-0.16715492531073
660.802	56.907	-73.473	1.77881369737991	0.219336968235204	-0.173634602553547
788.425	74.707	-70.716	1.80170357868401	0.205070104577802	-0.16182818956253
4376.561	272.005	-235.805	2.02388136162286	0.308598953016175	-0.229019278614371
4743.604	140.650	-95.038	2.03396798135645	0.320067773800557	-0.237517302146297
5048.498	126.600	-164.244	2.02861348147732	0.312720665513853	-0.232066207662718
60343.161	3551.729	-2990.99	1.81536066762756	0.28868213711288	-0.216073576053257
74433.216	12454.615	-7246.814	1.79732242563998	0.312076215615515	-0.233588878976621
483804.151	130410.557	-78257.376	1.80333517244826	0.304042874536188	-0.227577316973573
768772.056	241201.053	-126752.284	1.80333517244826	0.304042874536188	-0.227577316973573
