Times,Freqs,Fluxes,FluxErrs
1.020499E+04,2.000000E+18,1.656956E-05,4.330348E-06
1.052888E+04,2.000000E+18,1.077371E-05,2.812785E-06
1.094292E+04,2.000000E+18,1.057788E-05,2.672101E-06
1.494881E+04,2.000000E+18,1.623406E-05,4.343337E-06
1.555854E+04,2.000000E+18,1.973784E-05,5.164313E-06
1.624782E+04,2.000000E+18,1.684718E-05,3.210412E-06
2.076720E+04,2.000000E+18,1.043955E-05,2.732840E-06
2.145097E+04,2.000000E+18,7.649872E-06,2.008364E-06
2.209107E+04,2.000000E+18,5.504313E-06,1.453495E-06
2.681151E+04,2.000000E+18,3.391612E-06,8.985009E-07
2.790354E+04,2.000000E+18,3.571897E-06,9.457022E-07
3.288525E+04,2.000000E+18,2.233766E-06,4.611069E-07
3.885965E+04,2.000000E+18,1.145709E-06,3.070304E-07
4.449161E+04,2.000000E+18,1.475108E-06,3.225371E-07
5.082457E+04,2.000000E+18,1.077613E-06,2.541977E-07
6.586267E+04,2.000000E+18,4.367416E-07,8.661855E-08
