Times,Freqs,Fluxes,FluxErrs
1.014102E+03,2.000000E+18,4.159790E-04,9.368451E-05
1.063560E+03,2.000000E+18,7.443083E-04,1.666703E-04
1.109032E+03,2.000000E+18,5.432179E-04,1.218151E-04
1.154404E+03,2.000000E+18,6.094225E-04,1.378454E-04
1.219072E+03,2.000000E+18,8.116535E-04,1.773585E-04
1.280645E+03,2.000000E+18,7.266630E-04,1.638908E-04
1.333706E+03,2.000000E+18,9.427747E-04,2.120217E-04
1.382892E+03,2.000000E+18,9.285343E-04,2.082212E-04
1.425088E+03,2.000000E+18,6.424369E-04,1.407655E-04
1.466110E+03,2.000000E+18,5.177715E-04,1.172842E-04
1.512735E+03,2.000000E+18,4.363294E-04,9.770574E-05
1.554021E+03,2.000000E+18,6.556042E-04,1.468072E-04
1.590644E+03,2.000000E+18,9.717924E-04,2.172994E-04
1.627708E+03,2.000000E+18,8.038595E-04,1.807809E-04
1.676895E+03,2.000000E+18,6.063381E-04,1.335853E-04
1.724471E+03,2.000000E+18,3.092503E-04,6.944796E-05
1.796914E+03,2.000000E+18,2.922579E-04,6.023016E-05
5.130922E+03,2.000000E+18,4.732390E-04,1.071207E-04
5.238630E+03,2.000000E+18,8.090327E-04,1.774788E-04
5.340096E+03,2.000000E+18,4.505043E-04,9.893242E-05
5.452637E+03,2.000000E+18,2.307279E-04,5.205218E-05
5.554621E+03,2.000000E+18,3.264995E-04,7.341288E-05
5.675018E+03,2.000000E+18,2.782844E-04,6.264134E-05
5.773630E+03,2.000000E+18,2.991011E-04,6.561425E-05
5.889955E+03,2.000000E+18,1.239765E-04,2.796908E-05
6.021819E+03,2.000000E+18,1.250489E-04,2.764381E-05
6.116222E+03,2.000000E+18,3.607892E-04,7.889999E-05
6.195609E+03,2.000000E+18,2.998142E-04,6.795920E-05
6.286509E+03,2.000000E+18,2.835944E-04,6.495000E-05
6.421402E+03,2.000000E+18,1.935995E-04,4.670233E-05
6.554219E+03,2.000000E+18,3.080130E-04,7.022681E-05
6.701482E+03,2.000000E+18,4.290113E-04,9.893864E-05
6.848605E+03,2.000000E+18,3.573478E-04,8.328192E-05
7.126268E+03,2.000000E+18,1.593156E-04,3.973852E-05
7.404744E+03,2.000000E+18,1.899698E-04,4.377192E-05
1.169295E+04,2.000000E+18,1.271686E-04,2.862811E-05
1.185091E+04,2.000000E+18,1.245697E-04,2.823403E-05
1.203106E+04,2.000000E+18,1.283047E-04,2.894915E-05
1.218854E+04,2.000000E+18,1.618973E-04,3.661132E-05
1.243952E+04,2.000000E+18,1.378505E-04,3.169988E-05
1.267408E+04,2.000000E+18,1.138986E-04,2.547964E-05
1.282719E+04,2.000000E+18,1.801023E-04,4.072818E-05
1.298347E+04,2.000000E+18,1.511493E-04,3.461186E-05
1.318240E+04,2.000000E+18,1.229126E-04,2.461394E-05
1.661643E+04,2.000000E+18,1.188363E-04,3.087677E-05
1.770210E+04,2.000000E+18,1.012420E-04,2.650308E-05
1.796692E+04,2.000000E+18,4.161845E-05,1.067846E-05
1.820646E+04,2.000000E+18,4.822560E-05,1.262448E-05
1.844693E+04,2.000000E+18,2.326840E-05,6.152123E-06
1.875536E+04,2.000000E+18,2.250768E-05,4.191216E-06
2.236672E+04,2.000000E+18,5.995992E-05,1.351659E-05
2.267120E+04,2.000000E+18,3.702342E-05,8.402029E-06
2.398112E+04,2.000000E+18,3.835529E-05,9.996237E-06
2.433618E+04,2.000000E+18,4.995559E-05,1.305176E-05
2.465167E+04,2.000000E+18,7.191715E-05,1.664036E-05
2.968788E+04,2.000000E+18,2.571289E-05,6.716280E-06
3.024044E+04,2.000000E+18,2.896411E-05,5.985225E-06
3.422694E+04,2.000000E+18,2.635887E-05,6.867949E-06
3.467509E+04,2.000000E+18,3.407758E-05,8.919804E-06
3.506857E+04,2.000000E+18,2.628923E-05,6.853714E-06
3.542460E+04,2.000000E+18,3.762803E-05,9.793021E-06
3.597709E+04,2.000000E+18,2.670959E-05,5.783671E-06
4.091884E+04,2.000000E+18,1.879137E-05,4.895601E-06
4.147570E+04,2.000000E+18,1.735317E-05,4.543930E-06
4.699107E+04,2.000000E+18,9.521429E-06,2.124896E-06
5.712283E+04,2.000000E+18,5.343374E-06,1.367553E-06
