Times,TimeBnds,TimeBndsNeg,Fluxes,FluxErrs,FluxErrsNeg
282.307,21.624,-15.986,7.23857636272694e-07,1.63354694064999e-07,-1.63354694064999e-07
332.057,27.036,-28.126,6.13550302701407e-07,1.38674836970914e-07,-1.38674836970914e-07
389.133,22.613,-30.041,7.89868338405091e-07,1.78801914672259e-07,-1.78801914672259e-07
447.915,29.022,-36.169,7.6245112372412e-07,1.72064102083802e-07,-1.72064102083802e-07
502.262,24.822,-25.324,1.14998501203114e-06,2.59919944090623e-07,-2.59919944090623e-07
558.350,53.983,-31.266,7.45530038481073e-07,1.68765117923521e-07,-1.68765117923521e-07
648.967,23.537,-36.634,1.17711524005913e-06,2.47414787210399e-07,-2.47414787210399e-07
4114.138,47.014,-70.83,1.25946465197072e-07,2.83565891585753e-08,-2.83565891585753e-08
4227.352,54.152,-66.2,1.24920182059745e-07,2.8061056184508e-08,-2.8061056184508e-08
4338.453,50.866,-56.949,1.0758848594499e-07,2.42233266393419e-08,-2.42233266393419e-08
4436.887,45.203,-47.568,1.05277646949075e-07,2.3675852211722e-08,-2.3675852211722e-08
4520.390,46.949,-38.3,9.82282883095186e-08,2.21158918484569e-08,-2.21158918484569e-08
4616.521,43.589,-49.182,8.49758085652877e-08,1.91101799139637e-08,-1.91101799139637e-08
4701.929,33.402,-41.818,1.20334898156779e-07,2.71243058253173e-08,-2.71243058253173e-08
4781.012,47.089,-45.682,1.08284077299471e-07,2.44924495215086e-08,-2.44924495215086e-08
4866.170,32.136,-38.069,1.56506916857935e-07,3.5076033427775e-08,-3.5076033427775e-08
4939.510,31.509,-41.204,1.4331558310372e-07,3.22672153466568e-08,-3.22672153466568e-08
5009.703,41.551,-38.684,1.21853175052973e-07,2.74349891232892e-08,-2.74349891232892e-08
5090.781,33.185,-39.527,1.30775641550112e-07,2.86621525321082e-08,-2.86621525321082e-08
5172.549,44.189,-48.582,9.68939299834535e-08,2.18154660817911e-08,-2.18154660817911e-08
5269.245,42.771,-52.507,1.02553717950174e-07,2.26000456853484e-08,-2.26000456853484e-08
5347.971,29.235,-35.956,1.60490837578386e-07,3.5174856705311e-08,-3.5174856705311e-08
5431.535,45.965,-54.329,1.03033389356601e-07,2.31711380837669e-08,-2.31711380837669e-08
5517.675,42.567,-40.175,1.81789772485391e-07,4.09766597292932e-08,-4.09766597292932e-08
5594.284,53.713,-34.043,2.49140239155527e-07,5.60934209249678e-08,-5.60934209249678e-08
5688.441,44.806,-40.444,3.87110366779442e-07,8.69573332282654e-08,-8.69573332282654e-08
5770.946,32.507,-37.698,3.91232387959843e-07,8.77826512512062e-08,-8.77826512512062e-08
5840.148,38.524,-36.696,3.06889085255459e-07,6.90161638395289e-08,-6.90161638395289e-08
5911.997,41.895,-33.325,2.74525432779888e-07,6.01022668506494e-08,-6.01022668506494e-08
5987.465,34.125,-33.573,2.75160880154845e-07,6.02413867921465e-08,-6.02413867921465e-08
6072.799,51.591,-51.209,1.60106141878471e-07,3.61305723135311e-08,-3.61305723135311e-08
6178.462,38.700,-54.071,1.61723834399443e-07,3.55226055084189e-08,-3.55226055084189e-08
6251.106,38.768,-33.945,1.8240633715361e-07,4.09273619274928e-08,-4.09273619274928e-08
6389.656,65.675,-99.782,1.72254924030069e-07,2.71129379374817e-08,-2.71129379374817e-08
9864.724,33.280,-39.433,4.87384030919193e-07,1.06818358238032e-07,-1.06818358238032e-07
9948.648,44.635,-50.644,3.85564169615877e-07,8.47792342350769e-08,-8.47792342350769e-08
10039.118,46.935,-45.836,3.63335561239925e-07,8.18957324265425e-08,-8.18957324265425e-08
10138.924,39.900,-52.871,3.1188187205256e-07,7.01374123547209e-08,-7.01374123547209e-08
10217.428,31.602,-38.603,2.59395463771543e-07,5.67275153751855e-08,-5.67275153751855e-08
10283.481,35.753,-34.452,1.59127696488353e-07,3.58673380559384e-08,-3.58673380559384e-08
