Times,Freqs,Fluxes,FluxErrs
1.432719E+04,2.000000E+18,4.431457E-03,8.904635E-04
1.435522E+04,2.000000E+18,3.654686E-03,8.042460E-04
1.438268E+04,2.000000E+18,4.847326E-03,1.062216E-03
1.440727E+04,2.000000E+18,3.962182E-03,8.682510E-04
1.444006E+04,2.000000E+18,2.395035E-03,5.058385E-04
1.447204E+04,2.000000E+18,2.520694E-03,5.703235E-04
1.450400E+04,2.000000E+18,2.379095E-03,5.366961E-04
1.453811E+04,2.000000E+18,2.661868E-03,6.004863E-04
1.456431E+04,2.000000E+18,2.897125E-03,6.525939E-04
1.459286E+04,2.000000E+18,2.383115E-03,5.094380E-04
1.462317E+04,2.000000E+18,2.415811E-03,5.185031E-04
1.464667E+04,2.000000E+18,2.857583E-03,6.408517E-04
1.466708E+04,2.000000E+18,3.835118E-03,8.463313E-04
1.469962E+04,2.000000E+18,3.769738E-03,7.920949E-04
1.472214E+04,2.000000E+18,7.023235E-03,1.582023E-03
1.474308E+04,2.000000E+18,4.097028E-03,9.242418E-04
1.477954E+04,2.000000E+18,1.857191E-03,4.098437E-04
1.481727E+04,2.000000E+18,2.269436E-03,4.994095E-04
1.485658E+04,2.000000E+18,3.298151E-03,7.088286E-04
1.488975E+04,2.000000E+18,2.804350E-03,6.188621E-04
1.492055E+04,2.000000E+18,1.993458E-03,4.362248E-04
1.495163E+04,2.000000E+18,1.019575E-03,2.188304E-04
1.498416E+04,2.000000E+18,1.391541E-03,3.125307E-04
1.501901E+04,2.000000E+18,1.253705E-03,2.840797E-04
1.506073E+04,2.000000E+18,1.676134E-03,3.683304E-04
1.509344E+04,2.000000E+18,1.707095E-03,3.751339E-04
1.513384E+04,2.000000E+18,2.408407E-03,5.465367E-04
1.515679E+04,2.000000E+18,3.558620E-03,8.039709E-04
1.518168E+04,2.000000E+18,4.179616E-03,8.827477E-04
1.521152E+04,2.000000E+18,2.556131E-03,5.593534E-04
1.523934E+04,2.000000E+18,4.173871E-03,9.184968E-04
1.527241E+04,2.000000E+18,2.087143E-03,4.599408E-04
1.531575E+04,2.000000E+18,1.338864E-03,3.024788E-04
1.534984E+04,2.000000E+18,1.535223E-03,3.295034E-04
1.537954E+04,2.000000E+18,2.527745E-03,5.318104E-04
1.541521E+04,2.000000E+18,2.788468E-03,6.144910E-04
1.545019E+04,2.000000E+18,5.033470E-03,1.104554E-03
1.548035E+04,2.000000E+18,4.701826E-03,1.060677E-03
1.551119E+04,2.000000E+18,3.645763E-03,8.224417E-04
1.554210E+04,2.000000E+18,3.776351E-03,8.083486E-04
1.556911E+04,2.000000E+18,2.472750E-03,5.426247E-04
1.559729E+04,2.000000E+18,3.755911E-03,8.265212E-04
1.562039E+04,2.000000E+18,3.512765E-03,7.936110E-04
1.564458E+04,2.000000E+18,3.347978E-03,7.508292E-04
1.567602E+04,2.000000E+18,2.645752E-03,5.678552E-04
1.570351E+04,2.000000E+18,2.901056E-03,6.544446E-04
1.574522E+04,2.000000E+18,2.525277E-03,5.580632E-04
1.578522E+04,2.000000E+18,3.528143E-03,7.763991E-04
1.582414E+04,2.000000E+18,3.973384E-03,8.719265E-04
1.586310E+04,2.000000E+18,3.650375E-03,8.234821E-04
1.589530E+04,2.000000E+18,3.987668E-03,8.726139E-04
1.593578E+04,2.000000E+18,2.602942E-03,5.736069E-04
1.597743E+04,2.000000E+18,2.755942E-03,6.235501E-04
