Times,Freqs,Fluxes,FluxErrs
1.557700E+02,2.000000E+18,2.171349E-03,4.649123E-04
1.769010E+02,2.000000E+18,2.477901E-03,5.566825E-04
2.095870E+02,2.000000E+18,2.334158E-03,5.260391E-04
2.558620E+02,2.000000E+18,2.405507E-03,5.455508E-04
2.928170E+02,2.000000E+18,1.588861E-03,3.493144E-04
3.364740E+02,2.000000E+18,1.542436E-03,3.481597E-04
3.742920E+02,2.000000E+18,1.079109E-03,2.428121E-04
4.488820E+02,2.000000E+18,9.736127E-04,2.208081E-04
5.311670E+02,2.000000E+18,1.408750E-03,3.120529E-04
6.142740E+02,2.000000E+18,1.408305E-03,3.110160E-04
6.981710E+02,2.000000E+18,1.123665E-03,2.532356E-04
8.274520E+02,2.000000E+18,7.485654E-04,1.383622E-04
4.775729E+03,2.000000E+18,1.752918E-04,4.009057E-05
4.927320E+03,2.000000E+18,2.136144E-04,4.835390E-05
5.146640E+03,2.000000E+18,2.357939E-04,3.872611E-05
5.856785E+03,2.000000E+18,2.249539E-04,5.161831E-05
6.332185E+03,2.000000E+18,2.155536E-04,4.032488E-05
1.137411E+04,2.000000E+18,1.324840E-04,2.983246E-05
1.159806E+04,2.000000E+18,8.588364E-05,2.259537E-05
1.179301E+04,2.000000E+18,1.016972E-04,2.650463E-05
1.210162E+04,2.000000E+18,7.238268E-05,1.406117E-05
1.716570E+04,2.000000E+18,6.879572E-05,1.795462E-05
1.763854E+04,2.000000E+18,2.405775E-05,6.742259E-06
2.275104E+04,2.000000E+18,3.250398E-05,8.593150E-06
2.340822E+04,2.000000E+18,3.840993E-05,7.601286E-06
2.827576E+04,2.000000E+18,2.550640E-05,5.251380E-06
4.107607E+04,2.000000E+18,9.146953E-06,2.419343E-06
1.220291E+05,2.000000E+18,9.187863E-07,3.717607E-07
