Times,Freqs,Fluxes,FluxErrs
7.258480E+02,2.000000E+18,2.264738E-03,5.108243E-04
7.730320E+02,2.000000E+18,1.196834E-03,2.707389E-04
8.884420E+02,2.000000E+18,2.276906E-04,4.556367E-05
5.377068E+03,2.000000E+18,8.081604E-05,1.839904E-05
5.544366E+03,2.000000E+18,6.976933E-05,1.550277E-05
5.738326E+03,2.000000E+18,5.141011E-05,1.173982E-05
5.912607E+03,2.000000E+18,5.692886E-05,1.289574E-05
6.113797E+03,2.000000E+18,3.323855E-05,8.850966E-06
6.251256E+03,2.000000E+18,8.050680E-05,1.807349E-05
6.394747E+03,2.000000E+18,5.717750E-05,1.297810E-05
6.599531E+03,2.000000E+18,5.374458E-05,9.102691E-06
1.088985E+04,2.000000E+18,1.000661E-04,2.652625E-05
1.185497E+04,2.000000E+18,7.565832E-05,2.010862E-05
1.223289E+04,2.000000E+18,6.091508E-05,1.304435E-05
1.579518E+04,2.000000E+18,8.773658E-05,1.596717E-05
1.772421E+04,2.000000E+18,8.745643E-05,1.979915E-05
1.792715E+04,2.000000E+18,6.026086E-05,1.581847E-05
1.811925E+04,2.000000E+18,5.868917E-05,1.543615E-05
2.249615E+04,2.000000E+18,4.081122E-05,7.500687E-06
2.741892E+04,2.000000E+18,4.420242E-05,1.085362E-05
4.788555E+04,2.000000E+18,1.133167E-05,2.288078E-06
5.629082E+04,2.000000E+18,1.237742E-05,3.136433E-06
1.604513E+05,2.000000E+18,2.498784E-06,7.033595E-07
