Times,TimeBnds,TimeBndsNeg,Fluxes,FluxErrs,FluxErrsNeg
4106.673,69.899,-83.047,8.47659542313861e-07,1.91944915540788e-07,-1.91944915540788e-07
4284.114,70.478,-107.542,7.20411551719918e-07,1.62786878986707e-07,-1.62786878986707e-07
4423.960,68.535,-69.368,9.42689069236412e-07,2.12342044245413e-07,-2.12342044245413e-07
4556.993,38.302,-64.498,1.24805367063349e-06,2.81125996603039e-07,-2.81125996603039e-07
4665.404,60.272,-70.109,1.00011487414174e-06,2.25041003728842e-07,-2.25041003728842e-07
4805.042,78.594,-79.367,8.12489688078804e-07,1.83399971429988e-07,-1.83399971429988e-07
4920.052,53.849,-36.415,1.43138256059853e-06,3.21407984051949e-07,-3.21407984051949e-07
5054.311,75.043,-80.411,8.20733169183429e-07,1.84871479071191e-07,-1.84871479071191e-07
5207.289,87.548,-77.935,8.07317049329679e-07,1.78296383808401e-07,-1.78296383808401e-07
5378.706,104.180,-83.869,6.78314468546168e-07,1.52631001884381e-07,-1.52631001884381e-07
5616.658,124.481,-133.772,4.79828199063396e-07,1.08767671960333e-07,-1.08767671960333e-07
5856.792,62.367,-115.652,6.96960385772562e-07,1.57820424083714e-07,-1.57820424083714e-07
6060.040,232.692,-140.882,5.25486118251112e-07,9.3872861683243e-08,-9.3872861683243e-08
9841.672,51.694,-58.628,2.92456067480643e-07,6.62144739743832e-08,-6.62144739743832e-08
9939.597,41.525,-46.231,3.7282322457226e-07,8.37426389886639e-08,-8.37426389886639e-08
10041.289,62.691,-60.167,2.77325313014912e-07,6.07124829302823e-08,-6.07124829302823e-08
10169.201,80.205,-65.22,1.98173619405663e-07,4.48171025191701e-08,-4.48171025191701e-08
10309.250,65.522,-59.844,2.04971926676955e-07,4.61968911314093e-08,-4.61968911314093e-08
10465.701,74.553,-90.93,1.42273181995076e-07,3.12137623182584e-08,-3.12137623182584e-08
10595.230,55.347,-54.975,1.74645268426729e-07,3.95411299038912e-08,-3.95411299038912e-08
10731.516,61.978,-80.94,1.13505945373087e-07,2.49561843905531e-08,-2.49561843905531e-08
10855.588,85.837,-62.095,8.55393351296113e-08,1.92789924419489e-08,-1.92789924419489e-08
11018.547,60.781,-77.121,7.47939106772039e-08,1.64802745974212e-08,-1.64802745974212e-08
11168.947,70.850,-89.619,8.36823070558014e-08,1.84387583441843e-08,-1.84387583441843e-08
11302.061,40.535,-62.265,1.55166626120647e-07,3.50113985195296e-08,-3.50113985195296e-08
11408.483,72.016,-65.886,1.40865347237058e-07,3.16766234121994e-08,-3.16766234121994e-08
11548.132,60.240,-67.633,1.92673609219973e-07,4.3375905184638e-08,-4.3375905184638e-08
11677.132,64.127,-68.76,2.25555885674325e-07,5.11843023579936e-08,-5.11843023579936e-08
11815.389,78.816,-74.13,2.0822850954832e-07,4.68246792671644e-08,-4.68246792671644e-08
11998.523,76.209,-104.317,1.64346967477851e-07,3.71671896356104e-08,-3.71671896356104e-08
12181.434,111.417,-106.703,1.97557362419972e-07,3.58202880360652e-08,-3.58202880360652e-08
15640.914,91.113,-94.428,4.73577197251315e-08,1.06202521556992e-08,-1.06202521556992e-08
15849.961,112.739,-117.934,2.66437759398066e-08,6.95319383788706e-09,-6.95319383788706e-09
16063.221,92.543,-100.52,5.77962254733493e-08,1.30178403000975e-08,-1.30178403000975e-08
16294.321,89.609,-138.557,5.09722081798922e-08,1.32762594542784e-08,-1.32762594542784e-08
16477.004,84.946,-93.074,8.47685974583247e-08,2.21435514502977e-08,-2.21435514502977e-08
16644.441,105.558,-82.491,1.08637013629882e-07,2.73821868726393e-08,-2.73821868726393e-08
16852.159,108.454,-102.16,1.17411756596603e-07,2.64069666817616e-08,-2.64069666817616e-08
17049.000,119.720,-88.387,7.63340486714456e-08,2.00971800763509e-08,-2.00971800763509e-08
17271.481,127.912,-102.76,7.53096147521652e-08,1.74903837783492e-08,-1.74903837783492e-08
17497.747,99.724,-98.353,6.74133140141325e-08,1.65473612410666e-08,-1.65473612410666e-08
17725.785,99.851,-128.314,4.47497435270885e-08,1.17240171427463e-08,-1.17240171427463e-08
17979.845,159.189,-154.209,7.04990316209264e-08,1.23863891471833e-08,-1.23863891471833e-08
27239.550,167.087,-173.908,1.61789190795965e-08,4.21461323091962e-09,-4.21461323091962e-09
27668.581,176.115,-261.944,1.26914799996591e-08,3.33211717918352e-09,-3.33211717918352e-09
28402.931,198.904,-558.234,1.68404805736642e-08,4.40905414535243e-09,-4.40905414535243e-09
28728.960,153.694,-127.125,1.98775114037491e-08,5.0266211166385e-09,-5.0266211166385e-09
29295.548,371.889,-412.895,1.35208414712564e-08,2.53318420073049e-09,-2.53318420073049e-09
34478.721,703.500,-1639.835,1.37067307145117e-08,3.28234880990448e-09,-3.28234880990448e-09
38863.219,165.672,-205.41,2.61556468975486e-08,6.79070225128851e-09,-6.79070225128851e-09
39563.522,618.725,-534.631,1.65833671445061e-08,3.13292222238355e-09,-3.13292222238355e-09
97360.885,1301.067,-1110.956,2.48365273748543e-08,6.35575840509945e-09,-6.35575840509945e-09
106237.980,4124.965,-4243.676,4.67715356910405e-09,9.59357842591215e-10,-9.59357842591215e-10
114585.752,1281.356,-1055.447,4.1237746622053e-09,1.33336717755529e-09,-1.33336717755529e-09
