Times,TimeBnds,TimeBndsNeg,Fluxes,FluxErrs,FluxErrsNeg
73.099,0.736,-0.814,1.60927527071744e-05,2.49883453580228e-06,-2.49883453580228e-06
74.609,0.736,-0.774,1.86068175452166e-05,2.77374439950004e-06,-2.77374439950004e-06
76.147,0.830,-0.802,1.88256101620922e-05,2.80636019513004e-06,-2.80636019513004e-06
77.733,0.858,-0.756,2.05042548533781e-05,3.11928335495393e-06,-3.11928335495393e-06
79.328,0.896,-0.738,2.65162374735392e-05,4.03387855518122e-06,-4.03387855518122e-06
81.073,0.770,-0.849,3.84587013073048e-05,5.73309057995873e-06,-5.73309057995873e-06
82.667,0.662,-0.825,4.1657566568737e-05,6.20995010193649e-06,-6.20995010193649e-06
84.057,0.650,-0.727,3.60793088908887e-05,5.37839116866482e-06,-5.37839116866482e-06
85.320,0.582,-0.613,3.69227744751306e-05,5.50412782435481e-06,-5.50412782435481e-06
86.699,0.670,-0.796,2.99741967987738e-05,4.46829416229832e-06,-4.46829416229832e-06
88.446,0.872,-1.078,2.24280929017867e-05,3.41195364038125e-06,-3.41195364038125e-06
90.174,0.704,-0.856,3.07062329830031e-05,4.57742014611407e-06,-4.57742014611407e-06
91.884,1.038,-1.005,2.52547906547858e-05,3.76476553577772e-06,-3.76476553577772e-06
93.610,0.583,-0.689,2.64513137502706e-05,4.10727832247345e-06,-4.10727832247345e-06
95.070,0.871,-0.876,1.41070676644261e-05,2.10295963162258e-06,-2.10295963162258e-06
96.415,0.672,-0.475,2.35618221132129e-05,3.58442607984343e-06,-3.58442607984343e-06
97.844,0.826,-0.756,2.71231115195046e-05,4.04327867477184e-06,-4.04327867477184e-06
99.480,0.919,-0.81,3.71985207519702e-05,5.54523302180746e-06,-5.54523302180746e-06
101.174,0.800,-0.775,3.65347193797468e-05,5.55797440315231e-06,-5.55797440315231e-06
102.939,1.034,-0.965,2.64730142017438e-05,3.94636731356116e-06,-3.94636731356116e-06
104.931,0.781,-0.958,2.68983712268703e-05,4.009775745085e-06,-4.009775745085e-06
106.566,0.915,-0.855,2.43319698485305e-05,3.62719867620135e-06,-3.62719867620135e-06
108.286,0.715,-0.804,2.96504291991664e-05,4.42002889507739e-06,-4.42002889507739e-06
109.710,0.620,-0.709,3.50410211657758e-05,5.33073932872668e-06,-5.33073932872668e-06
111.062,0.725,-0.733,3.48467021577307e-05,5.30117839834242e-06,-5.30117839834242e-06
112.434,0.749,-0.647,4.03722898254216e-05,6.14177719831823e-06,-6.14177719831823e-06
114.102,0.777,-0.919,3.04908538971928e-05,4.54531221392026e-06,-4.54531221392026e-06
115.862,0.971,-0.983,1.94601303387918e-05,2.96044059537176e-06,-2.96044059537176e-06
117.627,0.862,-0.794,1.8708089080471e-05,2.84603444679028e-06,-2.84603444679028e-06
119.296,0.935,-0.807,1.74739717739763e-05,2.60486797147468e-06,-2.60486797147468e-06
121.223,1.002,-0.992,1.42521416286389e-05,2.21302877218378e-06,-2.21302877218378e-06
123.373,0.996,-1.148,1.5786192252831e-05,2.35326852346215e-06,-2.35326852346215e-06
125.467,0.808,-1.098,2.04966136581394e-05,3.18265058441223e-06,-3.18265058441223e-06
127.279,1.056,-1.005,2.01393103673431e-05,3.06376397792051e-06,-3.06376397792051e-06
129.410,0.887,-1.076,1.91216516348334e-05,2.90894890347908e-06,-2.90894890347908e-06
131.384,0.861,-1.087,1.77833982160306e-05,2.65099534872621e-06,-2.65099534872621e-06
133.124,0.916,-0.879,1.74400544003799e-05,2.59981208988288e-06,-2.59981208988288e-06
135.008,0.837,-0.967,1.55737954478959e-05,2.32160627271225e-06,-2.32160627271225e-06
136.903,0.934,-1.058,1.28937967296546e-05,1.92209584189816e-06,-1.92209584189816e-06
138.806,0.967,-0.969,1.22745346271806e-05,1.82978141217062e-06,-1.82978141217062e-06
140.577,0.731,-0.805,1.41850767728573e-05,2.15795467171522e-06,-2.15795467171522e-06
142.467,1.071,-1.159,1.20095046205746e-05,1.86479916643463e-06,-1.86479916643463e-06
144.648,1.080,-1.111,1.65772351671163e-05,2.47119068746386e-06,-2.47119068746386e-06
147.008,1.009,-1.281,1.6488519249121e-05,2.50837408891558e-06,-2.50837408891558e-06
149.204,1.183,-1.187,1.34991581473971e-05,2.09610786605962e-06,-2.09610786605962e-06
152.026,1.336,-1.639,9.29943947452556e-06,1.38627968092561e-06,-1.38627968092561e-06
154.961,1.475,-1.599,7.76122482841423e-06,1.1807040903803e-06,-1.1807040903803e-06
157.637,1.019,-1.201,9.54396719929391e-06,1.45190976614278e-06,-1.45190976614278e-06
160.010,1.372,-1.354,9.14632129296542e-06,1.36345447399087e-06,-1.36345447399087e-06
162.962,1.383,-1.581,1.1025288012536e-05,1.67726109466103e-06,-1.67726109466103e-06
165.635,1.700,-1.289,1.3124531016448e-05,1.95649171456566e-06,-1.95649171456566e-06
168.792,1.594,-1.457,1.2610995709715e-05,1.87993875061881e-06,-1.87993875061881e-06
171.629,1.262,-1.243,1.32498311211398e-05,2.10037462485399e-06,-2.10037462485399e-06
174.303,1.673,-1.412,8.6198289811922e-06,1.28496933145575e-06,-1.28496933145575e-06
177.812,1.830,-1.836,6.11698864265966e-06,9.30568354395933e-07,-9.30568354395933e-07
181.018,0.874,-1.377,1.03210770770418e-05,1.57013048539925e-06,-1.57013048539925e-06
183.434,1.349,-1.542,8.57409504529303e-06,1.30436441296486e-06,-1.30436441296486e-06
186.224,1.306,-1.441,1.23961512695446e-05,1.84791133273508e-06,-1.84791133273508e-06
189.570,1.917,-2.04,1.22938478030949e-05,1.83266003624291e-06,-1.83266003624291e-06
193.752,1.856,-2.266,8.2241460512347e-06,1.27702033856139e-06,-1.27702033856139e-06
197.366,1.848,-1.757,7.05465075693525e-06,1.0516468439515e-06,-1.0516468439515e-06
200.647,1.817,-1.433,4.56948551260799e-06,8.34270659833182e-07,-8.34270659833182e-07
204.413,1.417,-1.95,5.67737664094976e-06,8.63690847796579e-07,-8.63690847796579e-07
207.950,1.721,-2.12,4.44920835592362e-06,6.63249785777224e-07,-6.63249785777224e-07
211.576,1.621,-1.905,4.4545666515287e-06,6.83519845658119e-07,-6.83519845658119e-07
215.513,2.079,-2.315,3.32112932719923e-06,4.95085324451412e-07,-4.95085324451412e-07
219.769,1.779,-2.178,3.40045660567613e-06,5.17306665361845e-07,-5.17306665361845e-07
223.653,1.811,-2.105,3.43783186906661e-06,5.2299254384278e-07,-5.2299254384278e-07
227.343,1.799,-1.879,2.36765081985052e-06,4.45668392117982e-07,-4.45668392117982e-07
231.069,1.777,-1.927,2.39764443065656e-06,4.51314088526259e-07,-4.51314088526259e-07
234.828,1.654,-1.983,2.55154432925192e-06,4.65846448748116e-07,-4.65846448748116e-07
238.377,1.726,-1.895,3.02131659903137e-06,5.18151959313813e-07,-5.18151959313813e-07
242.207,1.914,-2.105,2.49013937833914e-06,4.68724724403972e-07,-4.68724724403972e-07
246.392,2.058,-2.27,2.49240150383284e-06,4.69150480012154e-07,-4.69150480012154e-07
251.094,1.906,-2.643,2.63606915440092e-06,4.81278458014533e-07,-4.81278458014533e-07
255.061,2.257,-2.061,2.97416593796446e-06,5.43006293457693e-07,-5.43006293457693e-07
259.248,1.692,-1.93,3.14879620666417e-06,6.30826665735362e-07,-6.30826665735362e-07
263.189,2.640,-2.249,2.50285865796342e-06,4.56957655217462e-07,-4.56957655217462e-07
