Times,Freqs,Fluxes,FluxErrs
1.241568E+04,2.000000E+18,2.209907E-08,4.965268E-09
1.257830E+04,2.000000E+18,2.093752E-08,3.522823E-09
1.833832E+04,2.000000E+18,1.965907E-08,4.329180E-09
1.849844E+04,2.000000E+18,1.898624E-08,4.268006E-09
1.863006E+04,2.000000E+18,2.132148E-08,4.803163E-09
1.875544E+04,2.000000E+18,2.150173E-08,4.869691E-09
1.888969E+04,2.000000E+18,1.766439E-08,3.983560E-09
1.903401E+04,2.000000E+18,1.994461E-08,4.488213E-09
1.915812E+04,2.000000E+18,2.089877E-08,4.702931E-09
1.929726E+04,2.000000E+18,1.683488E-08,3.812748E-09
1.944418E+04,2.000000E+18,1.437109E-08,3.237424E-09
1.959654E+04,2.000000E+18,2.911371E-08,6.544610E-09
1.972460E+04,2.000000E+18,1.280248E-08,2.884059E-09
1.989967E+04,2.000000E+18,1.439871E-08,3.247709E-09
1.999834E+04,2.000000E+18,1.702627E-08,3.811306E-09
2.013431E+04,2.000000E+18,1.164322E-08,2.439234E-09
2.413628E+04,2.000000E+18,5.471170E-09,1.334985E-09
2.437442E+04,2.000000E+18,9.616978E-09,2.168442E-09
2.459518E+04,2.000000E+18,5.855097E-09,1.539330E-09
2.494119E+04,2.000000E+18,4.576277E-09,1.201038E-09
2.520013E+04,2.000000E+18,7.742991E-09,1.749277E-09
2.547816E+04,2.000000E+18,6.067666E-09,1.479413E-09
2.580799E+04,2.000000E+18,6.829817E-09,1.453192E-09
3.595772E+04,2.000000E+18,7.096297E-09,1.602198E-09
3.616374E+04,2.000000E+18,6.537924E-09,1.701519E-09
3.634513E+04,2.000000E+18,8.791979E-09,1.979132E-09
3.654609E+04,2.000000E+18,8.485897E-09,1.905970E-09
3.670894E+04,2.000000E+18,9.125270E-09,2.058760E-09
3.690355E+04,2.000000E+18,5.912489E-09,1.493321E-09
3.709311E+04,2.000000E+18,4.851860E-09,1.266495E-09
3.736518E+04,2.000000E+18,3.930313E-09,9.189686E-10
4.212147E+04,2.000000E+18,3.570561E-09,9.754825E-10
4.234557E+04,2.000000E+18,1.053234E-08,2.302789E-09
4.250380E+04,2.000000E+18,5.238915E-09,1.367459E-09
4.269972E+04,2.000000E+18,5.595195E-09,1.453838E-09
4.303296E+04,2.000000E+18,4.423105E-09,8.939098E-10
4.793734E+04,2.000000E+18,2.875431E-09,7.560494E-10
4.830687E+04,2.000000E+18,3.901021E-09,1.021964E-09
4.851242E+04,2.000000E+18,4.512722E-09,1.180058E-09
4.887996E+04,2.000000E+18,4.114533E-09,7.715969E-10
5.422086E+04,2.000000E+18,4.750648E-09,1.243511E-09
5.460314E+04,2.000000E+18,3.479104E-09,7.407615E-10
5.888802E+04,2.000000E+18,3.107891E-09,7.609035E-10
7.036528E+04,2.000000E+18,3.111331E-09,8.093474E-10
7.078927E+04,2.000000E+18,2.786678E-09,7.225807E-10
7.180712E+04,2.000000E+18,2.091298E-09,4.666036E-10
7.619461E+04,2.000000E+18,2.272158E-09,5.970923E-10
7.669463E+04,2.000000E+18,2.873332E-09,7.497446E-10
7.738909E+04,2.000000E+18,1.819777E-09,4.496728E-10
8.195963E+04,2.000000E+18,2.234695E-09,5.849571E-10
8.244443E+04,2.000000E+18,2.305982E-09,6.032703E-10
8.305398E+04,2.000000E+18,2.008938E-09,4.140049E-10
8.784622E+04,2.000000E+18,1.537270E-09,4.039834E-10
8.856670E+04,2.000000E+18,1.917170E-09,4.492168E-10
9.396953E+04,2.000000E+18,1.274098E-09,2.560513E-10
1.232185E+05,2.000000E+18,6.293572E-10,1.797783E-10
1.289337E+05,2.000000E+18,8.521065E-10,1.950734E-10
1.343527E+05,2.000000E+18,9.810430E-10,2.227399E-10
2.041878E+05,2.000000E+18,4.813482E-10,8.535608E-11
2.629240E+05,2.000000E+18,3.257923E-10,8.046278E-11
2.746814E+05,2.000000E+18,4.109242E-10,1.105634E-10
5.086804E+05,2.000000E+18,5.393102E-11,1.553186E-11
