READ TERR 1 2
! xrtpcgamma
26248.140	1986.318	-522.158	1.97185633202656	0.311911714739585	-0.237274833792463
35803.329	7875.716	-4302.446	1.89447694041619	0.244192168844225	-0.185591760586404
142368.385	121150.406	-18270.112	1.55041444567942	0.429263900576351	-0.309241621647383
463599.748	77178.088	-109375.558	1.62614560810607	0.340440627757887	-0.244886355665826
NO NO NO NO NO NO
! xrtpcflux_nosys
26248.140	1986.318	-522.158	2.54030948831924e-08	5.00071933414458e-09	-5.00071933414458e-09
35803.329	7875.716	-4302.446	2.00002652959024e-08	3.00832710923882e-09	-3.00832710923882e-09
142368.385	121150.406	-18270.112	5.04791827742957e-09	8.78918278419046e-10	-8.78918278419046e-10
463599.748	77178.088	-109375.558	5.97259788002705e-10	2.64813161419846e-10	-2.64813161419846e-10
